"Zaman","RuzgarYonu","HavaBasinci","BagilNem","RuzgarHizi","SolarRadyasyon","ToprakSicakligi","HavaSicakligi"
2017-01-18 06:00:00,79,1008,43.7,11,65,29.7,17.74
2017-01-18 06:10:00,78,1008.1,43.7,11,86,29.6,17.72
2017-01-18 06:20:00,80,1008.1,43.7,11,128,29.6,17.83
2017-01-18 06:30:00,82,1008.2,43,9,169,29.5,18.15
2017-01-18 06:40:00,75,1008.2,42,9,216,29.4,18.36
2017-01-18 06:50:00,77,1008.4,40.7,9,273,29.3,18.56
2017-01-18 07:00:00,68,1008.4,40.5,10,296,29.3,18.77
2017-01-18 07:10:00,68,1008.4,40.1,9,330,29.2,18.98
2017-01-18 07:20:00,66,1008.4,39.1,9,349,29.1,19.24
2017-01-18 07:30:00,76,1008.5,35,9,408,29,20.06
2017-01-18 07:40:00,81,1008.5,34.5,10,441,29,20.3
2017-01-18 07:50:00,76,1008.6,36.6,11,491,28.9,20.73
2017-01-18 08:00:00,80,1008.5,35.9,11,641,28.9,21.3
2017-01-18 08:10:00,78,1008.5,36,12,638,28.8,21.38
2017-01-18 08:20:00,72,1008.5,34.9,10,654,28.7,21.99
2017-01-18 08:30:00,77,1008.4,33.7,10,680,28.7,22.1
2017-01-18 08:40:00,80,1008.3,32.6,10,732,28.6,22.9
2017-01-18 08:50:00,78,1008.2,31.7,10,715,28.6,23.39
2017-01-18 09:00:00,75,1008.1,31.1,10,742,28.5,23.32
2017-01-18 09:10:00,81,1008,29.9,11,785,28.5,24.27
2017-01-18 09:20:00,79,1007.8,28.6,9,818,28.4,24.89
2017-01-18 09:30:00,65,1007.8,28,11,830,28.4,25.03
2017-01-18 09:40:00,59,1007.8,28,10,863,28.4,25.23
2017-01-18 09:50:00,75,1007.7,27.1,11,891,28.4,25.74
2017-01-18 10:00:00,62,1007.6,26.6,10,918,28.4,25.74
2017-01-18 10:10:00,67,1007.6,25,9,946,28.4,26.5
2017-01-18 10:20:00,80,1007.6,24.3,9,990,28.3,27.42
2017-01-18 10:30:00,76,1007.4,23.5,9,1035,28.4,27.64
2017-01-18 10:40:00,96,1007.3,22.8,8,1015,28.4,27.85
2017-01-18 10:50:00,60,1007.2,21.5,8,718,28.4,28.31
2017-01-18 11:00:00,82,1007.1,20.8,7,1244,28.5,28.49
2017-01-18 11:10:00,79,1007,18.4,7,1402,28.5,29.51
2017-01-18 11:20:00,62,1006.9,18.4,6,526,28.6,29.51
2017-01-18 11:30:00,81,1006.8,18.3,6,701,28.6,29.83
2017-01-18 11:40:00,76,1006.7,17.7,5,1274,28.7,30.46
2017-01-18 11:50:00,108,1006.4,14.7,6,1254,28.7,30.95
2017-01-18 12:00:00,124,1006.3,14.9,5,560,28.8,30.48
2017-01-18 12:10:00,38,1006.1,14.1,5,579,28.9,30.87
2017-01-18 12:20:00,69,1005.9,13.2,5,616,29,30.96
2017-01-18 12:30:00,120,1005.7,11.2,6,657,29.1,30.64
2017-01-18 12:40:00,93,1005.4,12,4,564,29.2,31.07
2017-01-18 12:50:00,154,1005.2,12.1,4,580,29.3,31.15
2017-01-18 13:00:00,251,1005,11.9,2,593,29.5,31.72
2017-01-18 13:10:00,233,1004.8,11.3,4,559,29.6,31.34
2017-01-18 13:20:00,195,1004.6,10,4,555,29.7,32.34
2017-01-18 13:30:00,115,1004.4,9.3,4,625,29.8,32.36
2017-01-18 13:40:00,315,1004.2,8.8,4,578,30,32.69
2017-01-18 13:50:00,182,1004.2,7.2,4,602,30.1,32.93
2017-01-18 14:00:00,250,1004.1,5,4,515,30.2,33.51
2017-01-18 14:10:00,214,1004,8.3,5,1368,30.4,33.51
2017-01-18 14:20:00,301,1004,15.1,6,460,30.5,30.83
2017-01-18 14:30:00,230,1003.9,18.2,6,486,30.6,29.9
2017-01-18 14:40:00,236,1003.8,16.7,7,1068,30.8,31.67
2017-01-18 14:50:00,137,1003.7,29.1,7,914,30.9,29.08
2017-01-18 15:00:00,110,1003.6,25.8,7,902,31,29.44
2017-01-18 15:10:00,251,1003.5,26,8,902,31.2,30.43
2017-01-18 15:20:00,21,1003.3,30,7,877,31.3,28.35
2017-01-18 15:30:00,247,1003.2,32.7,9,926,31.4,28.22
2017-01-18 15:40:00,158,1003.1,39.2,8,390,31.6,26.23
2017-01-18 15:50:00,312,1003,38,7,397,31.7,26.06
2017-01-18 16:00:00,231,1002.8,42,6,433,31.8,26.02
2017-01-18 16:10:00,59,1002.6,42,6,759,32,25.97
2017-01-18 16:20:00,195,1002.4,39.6,6,292,32.1,25.66
2017-01-18 16:30:00,24,1002.3,41.5,6,204,32.2,25.24
2017-01-18 16:40:00,222,1002.2,42.9,6,209,32.3,24.83
2017-01-18 16:50:00,227,1002.1,43.8,5,259,32.5,24.86
2017-01-18 17:00:00,232,1002.1,46.8,6,237,32.6,24.73
2017-01-18 17:10:00,221,1002.1,48,6,163,32.7,23.99
2017-01-18 17:20:00,326,1002.2,51,5,146,32.8,23.8
2017-01-18 17:30:00,228,1002.2,52.6,6,194,32.9,23.38
2017-01-18 17:40:00,223,1002.2,54.3,6,198,33,23.58
2017-01-18 17:50:00,225,1002.3,59.7,7,108,33.1,22.69
2017-01-18 18:00:00,279,1002.3,61.6,7,93,33.2,22.4
2017-01-18 18:10:00,218,1002.3,60.5,6,98,33.3,22.5
2017-01-18 18:20:00,207,1002.5,56.7,6,85,33.3,22.36
2017-01-18 18:30:00,129,1002.7,55.8,7,63,33.4,22.03
2017-01-18 18:40:00,200,1002.8,56.2,7,77,33.5,21.94
2017-01-18 18:50:00,201,1002.9,54.1,7,53,33.5,21.9
2017-01-18 19:00:00,293,1003,54,6,46,33.5,21.88
2017-01-18 19:10:00,205,1003.1,53.4,7,64,33.6,21.82
2017-01-18 19:20:00,107,1003.1,53.3,7,31,33.6,21.7
2017-01-18 19:30:00,206,1003.2,53.4,5,30,33.6,21.71
2017-01-18 19:40:00,207,1003.4,53.9,5,12,33.7,21.75
2017-01-18 19:50:00,202,1003.5,55.1,5,19,33.7,21.66
2017-01-18 20:00:00,211,1003.7,56.8,6,10,33.7,21.55
2017-01-18 20:10:00,213,1003.8,61.3,6,16,33.7,21.28
2017-01-18 20:20:00,201,1004,65.6,7,17,33.6,20.86
2017-01-18 20:30:00,209,1004.2,67.3,8,19,33.6,20.54
2017-01-18 20:40:00,208,1004.4,68.7,6,14,33.6,20.43
2017-01-18 20:50:00,202,1004.5,69.5,7,27,33.6,20.13
2017-01-18 21:00:00,209,1004.6,70.1,6,16,33.5,19.97
2017-01-18 21:10:00,208,1005,70.6,6,10,33.5,19.98
2017-01-18 21:20:00,209,1005.1,70.6,6,21,33.5,20.05
2017-01-18 21:30:00,48,1005.3,70.6,6,17,33.4,20.05
2017-01-18 21:40:00,266,1005.3,69,7,18,33.4,19.92
2017-01-18 21:50:00,233,1005.4,70.3,6,14,33.3,19.71
2017-01-18 22:00:00,216,1005.5,71.4,5,24,33.3,19.52
2017-01-18 22:10:00,223,1005.8,72.5,6,18,33.2,19.46
2017-01-18 22:20:00,221,1005.8,71.9,7,22,33.2,19.34
2017-01-18 22:30:00,216,1005.9,73.1,7,14,33.1,19.2
2017-01-18 22:40:00,267,1005.9,71,8,9,33.1,19.13
2017-01-18 22:50:00,147,1006.1,71.4,6,21,33,19.03
2017-01-18 23:00:00,212,1006.2,72.5,7,25,33,19.03
2017-01-18 23:10:00,295,1006.3,72.1,6,15,32.9,18.99
2017-01-18 23:20:00,209,1006.3,69.9,7,13,32.8,18.97
2017-01-18 23:30:00,209,1006.4,69.2,6,14,32.7,18.89
2017-01-18 23:40:00,202,1006.4,68.7,6,21,32.7,18.83
2017-01-18 23:50:00,199,1006.4,69.1,7,12,32.6,18.82
2017-01-19 00:00:00,200,1006.2,69.5,6,10,32.5,18.75
2017-01-19 00:10:00,204,1006.2,70.2,6,26,32.5,18.75
2017-01-19 00:20:00,209,1006.1,71.1,6,12,32.4,18.76
2017-01-19 00:30:00,208,1006,70.7,7,23,32.3,18.65
2017-01-19 00:40:00,207,1006,71.1,6,21,32.2,18.51
2017-01-19 00:50:00,195,1005.9,71.4,6,21,32.2,18.55
2017-01-19 01:00:00,195,1005.8,70.1,6,23,32.1,18.65
2017-01-19 01:10:00,191,1005.9,69.5,6,12,32,18.7
2017-01-19 01:20:00,130,1006,69.4,6,16,31.9,18.77
2017-01-19 01:30:00,198,1006.1,69.9,4,16,31.9,18.78
2017-01-19 01:40:00,205,1006,68.3,6,21,31.8,18.79
2017-01-19 01:50:00,208,1005.9,67.5,5,19,31.7,18.81
2017-01-19 02:00:00,207,1005.9,67.9,6,24,31.6,18.68
2017-01-19 02:10:00,209,1005.9,67.4,6,16,31.5,18.62
2017-01-19 02:20:00,205,1005.9,65.2,7,19,31.5,18.31
2017-01-19 02:30:00,206,1005.9,65.1,7,18,31.4,18.09
2017-01-19 02:40:00,204,1005.9,65.4,5,17,31.3,17.84
2017-01-19 02:50:00,198,1005.8,64.3,6,24,31.2,17.94
2017-01-19 03:00:00,197,1005.8,64.2,7,29,31.1,17.82
2017-01-19 03:10:00,191,1005.8,64.3,6,17,31.1,17.76
2017-01-19 03:20:00,193,1005.8,64.1,6,8,31,17.73
2017-01-19 03:30:00,192,1005.9,64.4,6,21,30.9,17.56
2017-01-19 03:40:00,194,1006.1,62.3,6,27,30.9,17.57
2017-01-19 03:50:00,197,1006,60.1,6,24,30.8,17.55
2017-01-19 04:00:00,189,1006.1,58.9,7,15,30.7,17.57
2017-01-19 04:10:00,190,1006.1,59.1,6,10,30.6,17.52
2017-01-19 04:20:00,189,1006.3,59.1,6,8,30.6,17.55
2017-01-19 04:30:00,182,1006.4,58.8,6,10,30.5,17.53
2017-01-19 04:40:00,180,1006.6,59,5,15,30.4,17.5
2017-01-19 04:50:00,180,1006.6,59.3,5,14,30.4,17.51
2017-01-19 05:00:00,178,1006.7,59.1,6,9,30.3,17.56
2017-01-19 05:10:00,174,1006.8,59.3,6,21,30.2,17.5
2017-01-19 05:20:00,166,1006.9,59.8,5,10,30.1,17.38
2017-01-19 05:30:00,166,1007,60.2,5,22,30.1,17.11
2017-01-19 05:40:00,166,1007.1,60.3,5,21,30,17.02
2017-01-19 05:50:00,172,1007.3,60.9,5,29,29.9,16.69
2017-01-19 06:00:00,175,1007.4,61.6,5,70,29.9,16.68
2017-01-19 06:10:00,173,1007.5,61.1,5,109,29.8,17.01
2017-01-19 06:20:00,170,1007.6,60.6,5,94,29.7,17.15
2017-01-19 06:30:00,171,1007.6,59.3,6,177,29.7,17.37
2017-01-19 06:40:00,175,1007.6,58.5,4,272,29.6,17.61
2017-01-19 06:50:00,177,1007.7,57.3,3,278,29.5,18.02
2017-01-19 07:00:00,180,1007.8,57,4,148,29.5,17.92
2017-01-19 07:10:00,187,1007.9,56.5,4,162,29.4,18.13
2017-01-19 07:20:00,180,1007.9,54.9,4,399,29.3,18.9
2017-01-19 07:30:00,189,1008,54.2,4,167,29.3,18.72
2017-01-19 07:40:00,174,1008.2,52.9,4,175,29.2,18.99
2017-01-19 07:50:00,175,1008.3,54.1,5,212,29.2,18.87
2017-01-19 08:00:00,185,1008.4,53.4,5,251,29.1,19.57
2017-01-19 08:10:00,194,1008.5,54.2,5,190,29,19.19
2017-01-19 08:20:00,209,1008.5,54.4,5,276,29,19.52
2017-01-19 08:30:00,203,1008.5,53.1,6,167,28.9,19.29
2017-01-19 08:40:00,215,1008.4,51.9,6,836,28.9,19.8
2017-01-19 08:50:00,203,1008.4,45,7,885,28.8,21.47
2017-01-19 09:00:00,200,1008.5,46.2,7,372,28.8,21.26
2017-01-19 09:10:00,196,1008.6,44.2,7,956,28.8,21.28
2017-01-19 09:20:00,204,1008.8,42.4,6,880,28.7,21.77
2017-01-19 09:30:00,200,1008.9,39.7,7,935,28.7,22.17
2017-01-19 09:40:00,195,1009.1,39.7,7,263,28.7,21.13
2017-01-19 09:50:00,253,1009.1,42.4,7,942,28.6,20.85
2017-01-19 10:00:00,76,1009,37.8,7,961,28.6,21.67
2017-01-19 10:10:00,33,1009.1,32.8,7,968,28.6,21.99
2017-01-19 10:20:00,180,1009.1,32.8,7,1027,28.6,23.24
2017-01-19 10:30:00,202,1009.1,33.3,7,1018,28.6,22.64
2017-01-19 10:40:00,226,1009.1,32.1,7,1012,28.6,21.51
2017-01-19 10:50:00,197,1009.3,30.8,8,1030,28.6,22.72
2017-01-19 11:00:00,119,1009.2,30.2,7,1028,28.7,22.06
2017-01-19 11:10:00,130,1009.2,29.6,7,89,28.7,22.31
2017-01-19 11:20:00,0,1009,29.6,8,1041,28.7,22.64
2017-01-19 11:30:00,182,1009,27,7,1055,28.8,22.88
2017-01-19 11:40:00,209,1009,27.5,7,1073,28.8,23.34
2017-01-19 11:50:00,351,1008.8,34.1,8,1064,28.9,22.7
2017-01-19 12:00:00,223,1008.5,33.9,8,1080,28.9,22.76
2017-01-19 12:10:00,127,1008.4,33.4,8,1062,29,22.78
2017-01-19 12:20:00,320,1008.2,35.5,9,1083,29.1,22.76
2017-01-19 12:30:00,137,1008.1,36.2,7,1089,29.2,23.14
2017-01-19 12:40:00,231,1008,34.9,8,1075,29.3,23.47
2017-01-19 12:50:00,307,1007.8,35.2,9,1074,29.4,23.16
2017-01-19 13:00:00,342,1007.7,34.3,8,1070,29.5,22.67
2017-01-19 13:10:00,233,1007.7,35,9,1069,29.6,23.1
2017-01-19 13:20:00,61,1007.6,34.8,10,1042,29.7,23.09
2017-01-19 13:30:00,180,1007.5,33.3,10,1051,29.8,23.41
2017-01-19 13:40:00,230,1007.4,32.3,9,1023,30,23.7
2017-01-19 13:50:00,229,1007.4,33.4,9,1011,30.1,22.69
2017-01-19 14:00:00,237,1007.3,34.1,11,987,30.2,23.17
2017-01-19 14:10:00,257,1007.2,35.6,9,969,30.3,22.25
2017-01-19 14:20:00,224,1007.3,36.7,9,969,30.4,23.19
2017-01-19 14:30:00,220,1007.3,38.1,8,936,30.6,22.55
2017-01-19 14:40:00,225,1007.3,41,9,931,30.7,22.26
2017-01-19 14:50:00,232,1007.3,39.5,9,918,30.9,23.09
2017-01-19 15:00:00,19,1007.3,39.5,9,869,31,23.45
2017-01-19 15:10:00,217,1007.3,41.6,9,840,31.1,22.31
2017-01-19 15:20:00,214,1007.3,41.8,10,841,31.2,21.96
2017-01-19 15:30:00,173,1007.4,41.3,9,804,31.4,21.86
2017-01-19 15:40:00,249,1007.4,40.5,10,752,31.5,22.49
2017-01-19 15:50:00,168,1007.3,38.9,7,727,31.6,22.75
2017-01-19 16:00:00,327,1007.2,40.7,8,680,31.8,22.16
2017-01-19 16:10:00,27,1007.2,42.1,7,647,31.9,21.96
2017-01-19 16:20:00,213,1007.2,42.8,8,613,32,22.01
2017-01-19 16:30:00,219,1007.1,45.5,9,567,32.1,21.24
2017-01-19 16:40:00,226,1007.1,47,9,554,32.2,21.19
2017-01-19 16:50:00,104,1006.9,47.8,9,524,32.3,21.07
2017-01-19 17:00:00,39,1006.8,46,7,486,32.4,21.95
2017-01-19 17:10:00,85,1006.7,48.8,8,468,32.5,21.27
2017-01-19 17:20:00,325,1006.6,50.8,8,451,32.6,20.95
2017-01-19 17:30:00,221,1006.6,48.8,7,390,32.7,20.98
2017-01-19 17:40:00,133,1006.5,51.2,8,374,32.8,20.71
2017-01-19 17:50:00,347,1006.5,50.7,8,318,32.9,20.66
2017-01-19 18:00:00,107,1006.5,50.7,8,280,33,20.7
2017-01-19 18:10:00,350,1006.5,50.7,7,242,33,20.39
2017-01-19 18:20:00,348,1006.6,52.7,7,197,33.1,20.31
2017-01-19 18:30:00,217,1006.7,54.4,7,157,33.1,20.05
2017-01-19 18:40:00,249,1006.8,55.8,7,111,33.2,19.93
2017-01-19 18:50:00,165,1006.8,55.9,6,50,33.2,19.81
2017-01-19 19:00:00,208,1006.8,57.2,7,47,33.3,19.62
2017-01-19 19:10:00,222,1006.9,58,6,36,33.3,19.49
2017-01-19 19:20:00,209,1006.9,57.7,5,42,33.3,19.37
2017-01-19 19:30:00,263,1007,57.8,6,20,33.3,19.27
2017-01-19 19:40:00,332,1007.1,58,6,25,33.3,19.18
2017-01-19 19:50:00,208,1007.2,59.2,5,22,33.3,19.01
2017-01-19 20:00:00,206,1007.3,60.5,5,18,33.3,18.96
2017-01-19 20:10:00,198,1007.4,61.2,6,16,33.3,18.79
2017-01-19 20:20:00,198,1007.5,61.3,6,17,33.3,18.93
2017-01-19 20:30:00,199,1007.6,61.7,6,19,33.2,18.87
2017-01-19 20:40:00,202,1007.7,62.2,5,20,33.2,18.79
2017-01-19 20:50:00,242,1007.9,62.6,5,21,33.2,18.74
2017-01-19 21:00:00,207,1008,62.6,5,17,33.1,18.71
2017-01-19 21:10:00,197,1008,62.8,5,18,33.1,18.63
2017-01-19 21:20:00,111,1008,62.6,5,13,33,18.61
2017-01-19 21:30:00,196,1008,61.6,5,31,32.9,18.59
2017-01-19 21:40:00,36,1008.1,62.3,4,24,32.9,18.51
2017-01-19 21:50:00,200,1008.2,62.9,5,17,32.8,18.46
2017-01-19 22:00:00,200,1008.2,63.3,5,13,32.8,18.39
2017-01-19 22:10:00,201,1008.3,62.8,4,20,32.7,18.25
2017-01-19 22:20:00,195,1008.3,62,5,18,32.6,18.12
2017-01-19 22:30:00,197,1008.3,61,4,20,32.5,18.07
2017-01-19 22:40:00,191,1008.3,60.6,4,14,32.5,17.85
2017-01-19 22:50:00,190,1008.3,57,5,19,32.4,18.02
2017-01-19 23:00:00,192,1008.3,55.7,5,15,32.3,17.8
2017-01-19 23:10:00,179,1008.4,53.4,7,17,32.2,17.83
2017-01-19 23:20:00,187,1008.4,53.6,6,17,32.1,17.64
2017-01-19 23:30:00,186,1008.5,52.2,7,13,32.1,17.62
2017-01-19 23:40:00,183,1008.5,52.2,6,17,32,17.47
2017-01-19 23:50:00,181,1008.5,52.7,6,19,31.9,17.26
2017-01-20 00:00:00,185,1008.6,53.7,6,20,31.8,17.1
2017-01-20 00:10:00,182,1008.5,54.1,6,14,31.7,16.89
2017-01-20 00:20:00,186,1008.5,55.2,5,24,31.6,16.62
2017-01-20 00:30:00,186,1008.5,55.7,6,9,31.5,16.56
2017-01-20 00:40:00,190,1008.5,56.5,6,14,31.5,16.32
2017-01-20 00:50:00,190,1008.6,56.9,5,10,31.4,16.19
2017-01-20 01:00:00,232,1008.5,57.8,5,19,31.3,15.93
2017-01-20 01:10:00,183,1008.5,58.6,5,19,31.2,15.73
2017-01-20 01:20:00,180,1008.4,59.5,5,14,31.1,15.54
2017-01-20 01:30:00,183,1008.4,60,5,20,31,15.42
2017-01-20 01:40:00,185,1008.4,60.4,5,10,30.9,15.38
2017-01-20 01:50:00,186,1008.4,60.9,5,4,30.8,15.18
2017-01-20 02:00:00,187,1008.4,61.4,5,20,30.8,15.03
2017-01-20 02:10:00,190,1008.4,62.1,5,14,30.7,14.84
2017-01-20 02:20:00,185,1008.3,62.7,5,25,30.6,14.64
2017-01-20 02:30:00,193,1008.3,63.5,4,23,30.5,14.52
2017-01-20 02:40:00,192,1008.2,63.9,4,9,30.4,14.36
2017-01-20 02:50:00,186,1008.2,64.7,4,25,30.3,14.1
2017-01-20 03:00:00,191,1008.2,65.5,4,16,30.2,13.83
2017-01-20 03:10:00,190,1008,66.5,4,25,30.2,13.76
2017-01-20 03:20:00,192,1007.7,67.1,5,9,30.1,13.76
2017-01-20 03:30:00,190,1007.4,66.8,4,12,30,13.69
2017-01-20 03:40:00,184,1007.7,66.6,2,18,29.9,13.58
2017-01-20 03:50:00,182,1007.7,67.6,4,14,29.8,13.28
2017-01-20 04:00:00,182,1007.8,68.1,3,12,29.7,13.07
2017-01-20 04:10:00,177,1008,68.6,3,15,29.6,12.97
2017-01-20 04:20:00,178,1008.1,69.4,1,24,29.5,12.83
2017-01-20 04:30:00,176,1008.2,70.1,3,5,29.4,12.64
2017-01-20 04:40:00,160,1008.2,69.3,4,25,29.4,13.24
2017-01-20 04:50:00,131,1008.3,64.3,5,15,29.3,14.24
2017-01-20 05:00:00,139,1008.3,63,4,17,29.2,13.67
2017-01-20 05:10:00,132,1008.4,62.2,4,25,29.1,14.18
2017-01-20 05:20:00,115,1008.4,59.7,5,15,29,14.51
2017-01-20 05:30:00,111,1008.5,58.3,5,29,28.9,14.71
2017-01-20 05:40:00,114,1008.5,57.5,4,19,28.8,14.67
2017-01-20 05:50:00,114,1008.7,58.2,3,39,28.8,14.3
2017-01-20 06:00:00,111,1008.7,58.9,3,44,28.7,14.41
2017-01-20 06:10:00,121,1008.7,58.7,3,82,28.6,14.61
2017-01-20 06:20:00,130,1008.8,59.1,3,108,28.5,14.9
2017-01-20 06:30:00,140,1008.9,56,4,137,28.4,15.65
2017-01-20 06:40:00,141,1008.9,52.4,4,203,28.3,16.29
2017-01-20 06:50:00,128,1008.9,50.7,5,238,28.3,16.91
2017-01-20 07:00:00,121,1009,48.3,5,286,28.2,17.05
2017-01-20 07:10:00,110,1009,48.2,6,326,28.1,17.48
2017-01-20 07:20:00,114,1009,46.7,7,364,28,17.71
2017-01-20 07:30:00,121,1009.1,42.5,6,399,27.9,18.07
2017-01-20 07:40:00,124,1009.2,40,5,448,27.8,18.43
2017-01-20 07:50:00,130,1009.2,42.3,6,483,27.8,18.63
2017-01-20 08:00:00,125,1009.2,42.4,5,531,27.7,19.48
2017-01-20 08:10:00,132,1009.2,41.2,5,562,27.6,19.48
2017-01-20 08:20:00,104,1009.2,39.7,4,610,27.5,19.76
2017-01-20 08:30:00,124,1009.2,39.4,5,642,27.5,20.29
2017-01-20 08:40:00,115,1009.2,38,5,667,27.4,20.63
2017-01-20 08:50:00,121,1009.2,36.7,5,714,27.4,21.03
2017-01-20 09:00:00,108,1009.2,35.7,5,745,27.3,21.21
2017-01-20 09:10:00,80,1009.3,34.8,5,785,27.3,21.7
2017-01-20 09:20:00,59,1009.3,32.8,4,820,27.2,22.13
2017-01-20 09:30:00,126,1009.4,31.2,4,852,27.2,22.29
2017-01-20 09:40:00,100,1009.3,29.6,5,881,27.2,22.99
2017-01-20 09:50:00,78,1009.3,29.4,4,905,27.2,22.88
2017-01-20 10:00:00,113,1009.4,28.2,5,940,27.2,23.61
2017-01-20 10:10:00,97,1009.4,27.6,3,953,27.1,23.56
2017-01-20 10:20:00,98,1009.4,26.9,6,976,27.2,23.78
2017-01-20 10:30:00,76,1009.4,26.5,4,986,27.2,23.83
2017-01-20 10:40:00,235,1009.4,26.4,4,1003,27.2,24.17
2017-01-20 10:50:00,247,1009.4,22.9,4,1012,27.2,26
2017-01-20 11:00:00,118,1009.4,21.6,5,1036,27.3,25.25
2017-01-20 11:10:00,102,1009.3,22.7,4,1047,27.3,25.68
2017-01-20 11:20:00,342,1009.2,23.9,3,1049,27.4,25.87
2017-01-20 11:30:00,236,1009.1,30.3,5,1044,27.4,24.92
2017-01-20 11:40:00,36,1009,31.7,6,1054,27.5,24.97
2017-01-20 11:50:00,232,1008.9,30.3,7,1072,27.6,26.01
2017-01-20 12:00:00,238,1008.7,29.1,7,1082,27.7,25.57
2017-01-20 12:10:00,227,1008.6,32.2,7,1069,27.8,24
2017-01-20 12:20:00,295,1008.5,31.4,6,1083,27.9,23.94
2017-01-20 12:30:00,352,1008.3,33.1,6,1087,28,24.86
2017-01-20 12:40:00,242,1008.2,32.7,8,1096,28.2,25.15
2017-01-20 12:50:00,232,1008.1,31.9,6,1067,28.3,24.91
2017-01-20 13:00:00,222,1007.9,32.4,6,1079,28.4,25.14
2017-01-20 13:10:00,237,1007.8,32.1,8,1065,28.5,25.09
2017-01-20 13:20:00,217,1007.7,33.4,7,1046,28.7,24.08
2017-01-20 13:30:00,243,1007.5,34.7,9,1042,28.9,24.42
2017-01-20 13:40:00,203,1007.3,33.8,8,1039,29,24.83
2017-01-20 13:50:00,237,1007.2,37,9,1026,29.1,24.89
2017-01-20 14:00:00,103,1007.1,36.3,7,1004,29.3,23.46
2017-01-20 14:10:00,331,1007,36.4,8,994,29.5,23.81
2017-01-20 14:20:00,341,1006.9,38,7,983,29.6,22.84
2017-01-20 14:30:00,116,1006.7,38.7,7,939,29.8,23.24
2017-01-20 14:40:00,228,1006.7,35.6,9,939,29.9,23.29
2017-01-20 14:50:00,228,1006.6,37.6,7,925,30.1,22.88
2017-01-20 15:00:00,301,1006.4,37.1,6,888,30.3,23.59
2017-01-20 15:10:00,230,1006.3,37.4,7,859,30.4,24.23
2017-01-20 15:20:00,221,1006.2,37.9,6,837,30.6,23.52
2017-01-20 15:30:00,243,1006.1,34.6,8,810,30.7,24.84
2017-01-20 15:40:00,237,1006,33.5,7,766,30.9,24.57
2017-01-20 15:50:00,302,1006,35.9,6,734,31,24.18
2017-01-20 16:00:00,49,1005.9,37.2,7,696,31.2,23.78
2017-01-20 16:10:00,240,1005.8,36.7,7,660,31.3,23.71
2017-01-20 16:20:00,219,1005.7,40.3,7,620,31.5,23.12
2017-01-20 16:30:00,353,1005.5,42.4,7,589,31.6,22.96
2017-01-20 16:40:00,222,1005.4,40.5,7,569,31.7,23.25
2017-01-20 16:50:00,167,1005.3,40,6,539,31.9,23.17
2017-01-20 17:00:00,224,1005.2,42.9,7,501,32,22.91
2017-01-20 17:10:00,221,1005.2,45.8,6,472,32.1,23.15
2017-01-20 17:20:00,277,1005.2,48.8,6,430,32.2,22.36
2017-01-20 17:30:00,225,1005.2,51.7,6,396,32.3,22.3
2017-01-20 17:40:00,219,1005.2,53.6,7,366,32.4,21.87
2017-01-20 17:50:00,216,1005.2,56.7,7,325,32.5,21.69
2017-01-20 18:00:00,224,1005.2,58.4,6,281,32.6,21.58
2017-01-20 18:10:00,175,1005.2,59.5,6,250,32.7,21.51
2017-01-20 18:20:00,285,1005.3,60.9,6,200,32.8,21.27
2017-01-20 18:30:00,219,1005.3,64.9,6,169,32.9,21.01
2017-01-20 18:40:00,151,1005.4,65,5,121,32.9,20.74
2017-01-20 18:50:00,215,1005.4,66.6,5,56,33,20.63
2017-01-20 19:00:00,219,1005.5,68.2,5,43,33.1,20.43
2017-01-20 19:10:00,213,1005.5,67.1,5,36,33.1,20.34
2017-01-20 19:20:00,212,1005.6,68.7,4,36,33.1,20.12
2017-01-20 19:30:00,210,1005.6,68.7,5,29,33.2,19.94
2017-01-20 19:40:00,198,1005.8,70.2,5,15,33.2,19.83
2017-01-20 19:50:00,206,1005.8,72.4,5,14,33.2,19.72
2017-01-20 20:00:00,208,1005.8,73.8,4,18,33.2,19.57
2017-01-20 20:10:00,204,1005.9,74.8,5,15,33.2,19.53
2017-01-20 20:20:00,200,1005.9,75.9,4,19,33.2,19.44
2017-01-20 20:30:00,201,1005.9,77.1,4,17,33.1,19.29
2017-01-20 20:40:00,206,1006,78.4,4,16,33.1,19.17
2017-01-20 20:50:00,204,1006.1,79.5,4,17,33.1,19.1
2017-01-20 21:00:00,209,1006.2,80.2,4,18,33.1,18.98
2017-01-20 21:10:00,200,1006.2,80.9,4,21,33,18.95
2017-01-20 21:20:00,202,1006.3,81.2,4,24,33,18.88
2017-01-20 21:30:00,203,1006.4,81.7,3,22,32.9,18.79
2017-01-20 21:40:00,199,1006.4,81.7,4,17,32.9,18.83
2017-01-20 21:50:00,69,1006.4,82.3,4,20,32.8,18.7
2017-01-20 22:00:00,194,1006.4,82.8,4,20,32.8,18.61
2017-01-20 22:10:00,203,1006.5,83.4,3,15,32.7,18.54
2017-01-20 22:20:00,201,1006.4,84.1,3,25,32.6,18.51
2017-01-20 22:30:00,189,1006.4,84.3,3,32,32.6,18.33
2017-01-20 22:40:00,194,1006.4,85,3,20,32.5,18.27
2017-01-20 22:50:00,196,1006.4,85.5,3,18,32.4,18.12
2017-01-20 23:00:00,197,1006.3,86.5,3,20,32.3,17.99
2017-01-20 23:10:00,200,1006.3,87.5,3,26,32.3,17.84
